what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554039914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554040458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554040625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554044963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554045370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554049307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554049359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554050525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554053580
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358554055620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554055912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554061513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554061575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554075709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554075750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554076986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554080133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554085347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554085458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554091447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554094783
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358554096065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554096361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554102554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554102617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554113634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554113695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554115356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554456521
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358554457696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554457702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554457940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554458104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554463712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554463773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554465844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554465894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554467726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554470987
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358554472070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554472073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554472435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554472626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554481239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554481296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554501984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554502012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554503210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554548466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554548565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554551267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554551374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358554554703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554591824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554591949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554597908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358554597990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555019888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555169148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555206138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555313405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555313504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555327990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555345277
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358555346574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555347006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555352876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555352942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555356609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555356649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555357605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555388460
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358555389737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555390023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555395785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555395849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555405781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555405838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555439939
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358555472964
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358555478224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555654171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555654278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555710199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555710403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555714903
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358555716685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555716979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555739416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555739478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555758236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555758283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555759685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555800223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555800361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358555805524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358555805643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358555827158
no handler,command,org.eclipse.wb.core,,"org.eclipse.wb.core.commands.switch",1358555828447
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358555829101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555829548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555841290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555841352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555845531
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358555845561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555851562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555853031
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1358555854656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555990532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358555990673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556004557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556004668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358556013712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556014981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556029253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556030224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358556042475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358556081145
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358556082301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556082305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556082549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556082706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556089636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556090044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556114812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556114834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556115986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358556135518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556140121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556143462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556146893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556150365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556154539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556192680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1358556193559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358556199137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556201246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358556217738
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1358556220054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556220536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556226903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556226972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556241663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556241706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358556243290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358556390921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556392804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358556412298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358556428380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358556431507
